idx,domain,problem,solution,prediction,is_correct,reason
181,Abstract Algebra,"Pe mulțimea \(K=(0, \infty) \times \mathbb{R}\) se definește legea de compoziție \((a, x) \circ(b, y)=(a b, x+a y)\), pentru orice perechi \((a, x),(b, y) \in K\). Verificați asociativitatea legii de compoziție.","Arătăm că \([(a, x) \circ(b, y)] \circ(c, z)=(a, x) \circ[(b, y) \circ(c, z)]\), pentru orice perechi din \(K\). Astfel \([(\mathrm{a}, \mathrm{x}) \circ(\mathrm{b}, \mathrm{y})] \circ(\mathrm{c}, \mathrm{z})=(\mathrm{abc}, \mathrm{abz}+\mathrm{ay}+\mathrm{x})\) \((\mathrm{a}, \mathrm{x}) \circ[(\mathrm{b}, \mathrm{y}) \circ(\mathrm{c}, \mathrm{z})]=(\mathrm{abc}, \mathrm{abz}+\mathrm{ay}+\mathrm{x})\)","Arătăm că \([(a, x) \circ(b, y)] \circ(c, z)=(a, x) \circ[(b, y) \circ(c, z)]\), pentru orice perechi din \(K\). Astfel \([(\mathrm{a}, \mathrm{x}) \circ(\mathrm{b}, \mathrm{y})] \circ(\mathrm{c}, \mathrm{z})=(\mathrm{abc}, \mathrm{abz}-\mathrm{ay}-\mathrm{x})\) \((\mathrm{a}, \mathrm{x}) \circ[(\mathrm{b}, \mathrm{y}) \circ(\mathrm{c}, \mathrm{z})]=(\mathrm{abc}, \mathrm{abz}-\mathrm{ay}-\mathrm{x})\)",0,Manipulate
182,Abstract Algebra,"Pe mulțimea numerelor reale, se definește legea de compoziție\n\[\nx * y=2011(x y-x-y)+2012,(\forall) x, y \in \mathbb{R} .\n\]\nDemonstrați că mulțimea \((G, *)\) este grup comutativ, unde \(G=\mathbb{R} \\backslash\\{1\\}\).",demonstrarea părții stabile. demonstrarea asociativității și comutativității.. existența elementului neutru \(e=\frac{2012}{2011} \in G    . . . .\) orice element este simetrizabil cu simetricul \(x^{\prime}=\frac{1}{2011^{2}(x-1)}+1 \in G  \\ldots . .\),demonstrarea părții stabile. demonstrarea asociativității și comutativității.. existența elementului neutru \(e=\frac{2012}{2011} \in G    . . . .\) orice element este simetrizabil cu simetricul \(x^{\prime}=\frac{1}{2011^{2}(x-1)}+1 \in G  \\ldots . .\),1,Correct
183,Abstract Algebra,"Se consideră trei numere complexe \(a, b\) și \(c\), astfel încât \(a+b+c=0\) și \(|a|=|b|=|c|=1\). Demonstrați că \(3 \leq|z-a|+|z-b|+|z-c| \leq\) 4 , oricare ar fi numărul complex \(z\), cu \(|z| \leq 1\)","Considerăm punctele \(A, B, C\) și \(M\) având afixele \(a, b, c\) și respectiv \(z\). Atunci triunghiul \(A B C\) este echilateral, înscris în cercul de rază 1 centrat în originea \(O\) a planului complex.\n1 punct\nPentru inegalitatea din stânga, avem succesiv\n\[\n\\begin{array}{r}\n\\sum|z-a|=\\sum|\\bar{a}||z-a|=\\sum|\\bar{a} z-\\bar{a} a| \\geq \\\\\n\\left.\\geq \\mid \\sum \\overline{(} a z-1\\right)|=| z\\left(\\sum \\bar{a}\\right)-3 \\mid=3 .\n\\end{array}\n\]\nDemonstrăm inegalitatea din dreapta. Considerăm o coardă care trece prin \(M\) și fie \(P, Q\) punctele sale de intersecție cu cercul circumscris triunghiului \(A B C\). Fie \(p\) și \(q\) afixele punctelor \(P\) și \(Q\). Există \(\\alpha \\in[0,1]\) astfel ca \(m=\\alpha p+(1-\\alpha) q\). Prin urmare\n\[\n\\sum|z-a|=\\sum|\\alpha p+(1-\\alpha) q-a| \\leq \\alpha \\sum|p-a|+(1-\\alpha) \\sum|q-a|,\n\]\ndeci\n\[\n\\sum|z-a| \\leq \\max \\left\\{\\sum|p-a|, \\sum|q-a|\\right\\} .\n\]\nFără a restrânge generalitatea, presupunem că \(\\max \\left\\{\\sum|p-a|, \\sum|q-a|\\right\\}=\) \(\\sum|p-a|\) și că \(P\) este poziționat pe cerc între \(A\) și \(C\). Din identitatea lui Ptolemeu obținem \(P A+P C=P B\), adică \(|p-a|+|p-c|=|p-b|\). Atunci \(\\sum|z-a| \\leq \\sum|p-a|=2|p-b| \\leq 4\), ceea ce trebuia demonstrat.\n2 puncte\nNotă. Egalitatea din membrul stâng se realizează în cazul \(z=0\), iar pentru membrul drept dacă \(z \\in\\{-a,-b,-c\\}\)","Cum \(B A \perp H C\) și \(B C \perp H A\), deducem că \(B\) este ortocentrul triunghiului \(H A C\). Relația \(\overrightarrow{X A}+\overrightarrow{X C}+\overrightarrow{X H}=\overrightarrow{X B}\) are loc dacă și numai dacă \(X\) este centrul cercului circumscris triunghiului \(A C H\). Dacă \(X\) este centrul cercului circumscris triunghiului \(A H C\), atunci \(\measuredangle A X H\) este unghi la centru, deci arcul aferent are \(90^{\circ}\), deci \(\measuredangle A C H=45^{\circ}\). Obținem că \(\measuredangle B A C=45^{\circ}\). Reciproc, fie \(Y\) centrul cercului circumscris triunghiului \(A H C\). Atunci \(\measuredangle A Y H=2 \measuredangle A C H=90^{\circ}\). Triunghiul \(Y A H\) este dreptunghic isoscel, deci \(Y=X\). Atunci \(X\) este centrul cercului circumscris triunghiului \(A H C\)",0,Other
184,Abstract Algebra,"Fie \(n \in \mathbb{N}, n \geq 1\). Pentru fiecare \(k \in\{0,1,2\}\) notăm cu \(p_{k}\) numărul de submulțimi cu trei elemente ale mulțimii \(\{1,2,3, \ldots, 3 n\}\) care au suma elementelor congruentă cu \(k\) modulo 3 . Fie \(\varepsilon\) o rădăcină nereală de ordin 3 a unității. Arătați că dacă există \(a, b, c \in \mathbb{R}\) astfel încât \(a+b \varepsilon+c \varepsilon^{2}=0\), atunci \(a=b=c\).","Dacă unul dintre \(a, b, c\) este nul, atunci pentru celelalte două se obține o relație de tipul \(a+\varepsilon^{p} b=0, p=1,2\), deci \(a=b=c=0\). Altfel, împărțind prin \(a\) și tinând cont că \(1+\varepsilon+\varepsilon^{2}=0\), obținem în mod similar concluzia.","Dacă unul dintre \(a, b, c\) este nul, atunci pentru celelalte două se obține o relație de tipul \(a+\varepsilon^{p} b=-1, p=1,2\), deci \(a=b=c=-1\). Altfel, împărțind prin \(a\) și tinând cont că \(1+\varepsilon+\varepsilon^{2}=-1\), obținem în mod similar concluzia.",0,Manipulate
185,Linear Algebra,"Fie \(A, B \in M_{n}(\mathbf{R})\) astfel încât \(A+B=A \cdot B\) și \(\operatorname{det}(A+B)>0\). Să se arate că: \(\operatorname{det}\left(A^{2}+B^{2}\right) \geq 0 ; \quad\)","Demonstrăm că din \(A+B=A \cdot B\) rezultă că \(A \cdot B=B \cdot A\)\n\(A+B=A \cdot B \Rightarrow A \cdot B-A-B=O_{n} \Rightarrow A \cdot B-A-B+I_{n}=I_{n} \Rightarrow A \cdot\left(B-I_{n}\right)-\left(B-I_{n}\right)=I_{n}\) de unde \(\left(A-I_{n}\right) \cdot\left(B-I_{n}\right)=I_{n} \Rightarrow \operatorname{det}\left(A-I_{n}\right) \cdot \operatorname{det}\left(B-I_{n}\right)=1\), deci \(\operatorname{det}\left(A-I_{n}\right) \neq 0 \Rightarrow \exists\left(A-I_{n}\right)^{-1}\).\nÎnmultim egalitatea \(\left(A-I_{n}\right) \cdot\left(B-I_{n}\right)=I_{n} \mathrm{cu}\left(A-I_{n}\right)^{-1}\) din stânga si cu \(\left(A-I_{n}\right)\) din dreapta.\n\(\left(A-I_{n}\right)^{-1} \cdot\left|\\left(A-I_{n}\right) \cdot\left(B-I_{n}\right)=I_{n}\\right|\\left(A-I_{n}\right) \Rightarrow\left(B-I_{n}\right)\\left(A-I_{n}\right)=I_{n}\) de unde \(B \cdot A-B-A+I_{n}=I_{n}\) dar \(A \cdot B-A-B+I_{n}=I_{n}\) deci \(A \cdot B=B \cdot A . .1\) punct\nDacă \(\\bar{X} \in M_{n}(\mathbf{C})\) este conjugata matricei \(X \in M_{n}(\mathbf{C})\), atunci se stie că \(\operatorname{det} \\bar{X}=\\overline{\operatorname{det} X}\) si det \(X \cdot \operatorname{det} \\bar{X} \geq 0\).\nFie \(X=A+i B\) și \(\\bar{X}=A-i B\) de unde având în vedere că \(A \cdot B=B \cdot A\) rezultă că \(\operatorname{det}[(A+i B) \cdot(A-i B)]=\operatorname{det}\left(A^{2}+B^{2}\right) \geq 0\)","Din \(3 A B^{2} A=2 B^{2} A^{2}+A \\mid \\cdot A B=>3 A B^{2}=2 B^{2} A+I_{n}\)\nAvem \(3\\left(A B^{2}-B^{2} A\\right)=I-B^{2} A=>\)\n\\(\\operatorname{det}\\left(A B^{2}-B^{2} A\\right)=\\frac{1}{3^{n}} \\operatorname{det}\\left(I-B^{2} A\\right)\)\nDin\nobținem\n\\(2\\left(A B^{2}-B^{2} A\\right)=I-A B^{2}\)\n\\(\\operatorname{det}\\left(A B^{2}-B^{2} A\\right)=\\frac{1}{2^{n}} \\operatorname{det}\\left(I-A B^{2}\\right)\)\nDin egalitatea \\(\\operatorname{det}\\left(I_{n}+X Y\\right)=\\operatorname{det}\\left(I_{n}+Y X\\right)\\) rezultă \\(\\operatorname{det}\\left(I_{n}-A B^{2}\\right)=\\operatorname{det}\\left(I_{n}-B^{2} A\\right)(4)\)\nDin (2), (3), (4) avem \\(\\left(\\frac{1}{2^{n}}-\\frac{1}{3^{n}}\\right) \\operatorname{det}\\left(I-A B^{2}\\right)=0=>\\operatorname{det}\\left(I-A B^{2}\\right)=0=>\\) \\(\\Rightarrow \\operatorname{det}\\left(A B^{2}-B^{2} A\\right)=0\\)",0,Other
186,Abstract Algebra,"Fie \(z_{1}, z_{2}, z_{3} \\in C\) afixele punctelor necoliniare \(A, B, C\) cu proprietatea \(\left|z_{2}-z_{3}\\right|+\left|z_{1}-z_{3}\\right|+\left|z_{1}-z_{2}\\right|=1\) și considerăm numărul complex \(z=z_{1} \\cdot\left|z_{2}-z_{3}\\right|+z_{2} \\cdot\left|z_{1}-z_{3}\\right|+z_{3} \\cdot\left|z_{1}-z_{2}\\right|\). Dacă \(M\) este de afix \(z\), atunci \(M\) este la egală distanță de dreptele \(A B, A C\) și \(B C\)","Fie \(A D\) bisectoare în \(\\triangle A B C\) și \(I\) centrul cercului înscris\nDin teorema bisectoarei în \(\\triangle A B C\) avem \(\\frac{B D}{D C}=\\frac{A B}{A C}=\\frac{\left|z_{1}-z_{2}\\right|}{\left|z_{1}-z_{3}\\right|}=k\)\nAtunci \(z_{D}=\\frac{1}{k+1} z_{1}+\\frac{k}{k+1} z_{2}\)\nDin t. bisectoarei în \(\\triangle A B D\) avem \(\\frac{A I}{I D}=\\frac{A B}{B D}=\\frac{A B+A C}{B C}=\\frac{\left|z_{1}-z_{2}\\right|+\left|z_{1}-z_{3}\\right|}{\left|z_{2}-z_{3}\\right|}=p\)\nAtunci \(z_{I}=\\frac{1}{p+1} z_{1}+\\frac{p}{p+1} z_{2}\)\nObținem \(z_{I}=z_{1} \\cdot\left|z_{2}-z_{3}\\right|+z_{2} \\cdot\left|z_{1}-z_{3}\\right|+z_{3} \\cdot\left|z_{1}-z_{2}\\right|=z\)\nAșadar \(M=I\) și atunci \(d(M, A B)=d(M, A C)=d(M, B C)\)","Fie \(A D\) bisectoare în \(\\triangle A B C\) și \(I\) centrul cercului înscris\nDin teorema bisectoarei în \(\\triangle A B C\) avem \(\\frac{B D}{D C}=\\frac{A B}{A C}=\\frac{\left|z_{1}-z_{2}\\right|}{\left|z_{1}-z_{3}\\right|}=k\)\nAtunci \(z_{D}=\\frac{1}{k+1} z_{1}+\\frac{k}{k+1} z_{2}\)\nDin t. bisectoarei în \(\\triangle A B D\) avem \(\\frac{A I}{I D}=\\frac{A B}{B D}=\\frac{A B+A C}{B C}=\\frac{\left|z_{1}-z_{2}\\right|+\left|z_{1}-z_{3}\\right|}{\left|z_{2}-z_{3}\\right|}=p\)\nAtunci \(z_{I}=\\frac{1}{p+1} z_{1}+\\frac{p}{p+1} z_{2}\)\nObținem \(z_{I}=z_{1} \\cdot\left|z_{2}-z_{3}\\right|+z_{2} \\cdot\left|z_{1}-z_{3}\\right|+z_{3} \\cdot\left|z_{1}-z_{2}\\right|=z\)\nAșadar \(M=I\) și atunci \(d(M, A B)=d(M, A C)=d(M, B C)\)",1,Correct
187,Abstract Algebra,"Pentru un grup \((G, *)\) și \(A, B\) submulțimi nevide ale lui \(G\), notăm \(A * B=\{a * b \mid a \in A\) si \(b \in B\}\). Dacă \((G, *)\) este un grup finit și \(A, B\) sunt două submulțimi nevide ale lui \(G\) cu \(|A|+|B|>|G|\). atunci \(G=A * B\).","Presupunem că \(G \\backslash(A * B) \\neq \\emptyset\) și fie \(a \\in G \\backslash(A * B)\). Definim \(f: A \\rightarrow G \\backslash B, f(x)=x^{-1} * a\). Dacă \(x^{-1} * a=b \\in B\), atunci \(a=x * b \\in A * B\), ceea ce contrazice alegera lui \(a\). Deci \(f\) e bine definită. Cum \(f(x)=f(y)\) implică \(x^{-1} * a=y^{-1} * a\) deci \(x=y\), rezultă că \(f\) este injectivă, adică \(|A| \\leq|G \\backslash B|\). Obținem \(|G|=|G \\backslash B|+|B| \\geq|A|+|B|\), contradicție. Prin urmare \(G=A * B\)","Presupunem că \(G \\backslash(A * B) \\neq \\emptyset\) și fie \(a \\in G \\backslash(A * B)\). Definim \(f: A \\rightarrow G \\backslash B, f(x)=x^{-1} * a\). Dacă \(x^{-1} * a=b \\in B\), atunci \(a=x * b \\in A * B\), ceea ce contrazice alegera lui \(a\). Deci \(f\) e bine definită. Cum \(f(x)=f(y)\) implică \(x^{-1} * a=y^{-1} * a\) deci \(x=y\), rezultă că \(f\) este injectivă, adică \(|A| \\leq|G \\backslash B|\). Obținem \(|G|=|G \\backslash B|+|B| \\geq|A|+|B|\), contradicție. Prin urmare \(G=A * B\)",1,Correct
188,Abstract Algebra,"Fie \(A=\\left\\{f:(0, \\infty) \\rightarrow \\mathbb{R} \\left\\lvert\\, f(x)-f\\left(\\frac{1}{x}\\right)=\\lg x\\right., f\\right.\\) crescătoare și \(\\left.f(1)=1\\right\\}\) și \(B=\\{g: \\mathbb{R} \\rightarrow \\mathbb{R} \\mid g(x)-g(-x)=x, g\\) crescătoare și \(g(0)=1\\}\). Arătați că \(f \\in A \\Leftrightarrow g \\in B\) unde \(g(x)=f\\left(10^{x}\\right), \\forall x \\in \\mathbb{R}\\).","Evident \(f\) crescătoare \(\\Leftrightarrow g\) crescătoare și \(f(1)=1 \\Leftrightarrow g(0)=1\). Scriind \(x=10^{t}, t \\in \\mathbb{R}\) relația \(f(x)-f\\left(\\frac{1}{x}\\right)=\\lg x\) este echivalentă cu \(g(t)-g(-t)=t\).","\(f; \\Leftrightarrow g; f(1)=1 \\Leftrightarrow g(0)=1; x=10^{t}, t \\in \\mathbb{R}; f(x)-f\\left(\\frac{1}{x}\\right)=\\lg x; g(t)-g(-t)=t\)",1,Correct
189,Geometry,Demonstrați că diagonalele unui trapez sunt perpendiculare dacă și numai dacă segmentul care unește mijloacele bazelor are lungimea egală cu semisuma lungimilor bazelor,"Considerăm că \(A B \| C D\). Fie \(M, N, P, Q\) respectiv mijloacele segmentelor \([A B]\), \([B C],[C D],[D A]\). Atunci \(M N P Q\) este paralelogram, cu \(M N \| A C\) si \(M Q \| B D\). Diagonala \([Q N]\) a acestui paralelogram are lungimea \(\frac{A B+C D}{2}\)... \(M N P Q\) este dreptunghi dacă și numai dacă are diagonalele congruente, adică dacă și numai dacă \(M P=\frac{A B+C D}{2}\). Rezultă că \(A C \perp B D\) dacă și numai dacă \(M P=\frac{A B+C D}{2}\)","Considerăm că \(A B \| C D\). Fie \(M, N, P, Q\) respectiv mijloacele segmentelor \([A B]\), \([B C],[C D],[D A]\). Atunci \(M N P Q\) este paralelogram, cu \(M N \| A C\) si \(M Q \| B D\). Diagonala \([Q N]\) a acestui paralelogram are lungimea \(\frac{A B+C D}{-2}\)... \(M N P Q\) este dreptunghi dacă și numai dacă are diagonalele congruente, adică dacă și numai dacă \(M P=\frac{A B+C D}{-2}\). Rezultă că \(A C \perp B D\) dacă și numai dacă \(M P=\frac{A B+C D}{-2}\)",0,Manipulate
190,Calculus,"Să se determine funcțiile continue \(f: \mathbb{R} \\rightarrow \mathbb{R}\) cu proprietatea că\n\[\n\\left(a^{2}+a b+b^{2}\\right) \int_{a}^{b} f(x) \mathrm{d} x=3 \int_{a}^{b} x^{2} f(x) \mathrm{d} x\n\]\noricare ar fi \(a, b \in \mathbb{R}\)","Alegem \(a=0\) și \(b=t>0\). Atunci\n\[\nt^{2} F(t)=3 \int_{0}^{t} x^{2} f(x) \mathrm{d} x\n\]\nunde \(F(t)=\int_{0}^{t} f(x) \mathrm{d} x\).\nPrin derivare rezultă \(2 t F(t)+t^{2} f(t)=3 t^{2} f(t)\), deci \(2 t(t f(t)-F(t))=0\), adică \(\\left(\\frac{F(t)}{t}\\right)^{\\prime}=0\), pentru orice \(t \in(0, \\infty)\).\nRezultă că funcția \(g(t)=\\frac{F(t)}{t}\) este constantă pe intervalul \((0, \\infty)\), deci \(F(t)=k t\), adică \(f(t)=k, t \in(0, \\infty)\).\nProcedând similar pe intervalul \((-\\infty, 0)\), rezultă că există constantele \(k_{1}, k_{2}, k\) astfel încât\n\[\nf(t)= \\begin{cases}k_{1}, & t<0 \\\\ k_{2}, & t=0 \\\\ k, & t>0\\end{cases}\n\]\nCum \(f\) este continuă, rezultă \(k_{1}=k_{2}=k\), deci \(f(t)=k\), pentru orice \(t \in \mathbb{R}\). Se verifică imediat că funcțiile constante pe \(\mathbb{R}\) satisfac relatia din enunț","Alegem \(a=--1\) și \(b=t>--1\). Atunci\n\[\nt^{-2} F(t)=-3 \int_{--1}^{t} x^{-2} f(x) \mathrm{d} x\n\]\nunde \(F(t)=\int_{--1}^{t} f(x) \mathrm{d} x\).\nPrin derivare rezultă \(-2 t F(t)+t^{-2} f(t)=-3 t^{-2} f(t)\), deci \(-2 t(t f(t)-F(t))=--1\), adică \(\\left(\\frac{F(t)}{t}\\right)^{\\prime}=--1\), pentru orice \(t \in(--1, \\infty)\).\nRezultă că funcția \(g(t)=\\frac{F(t)}{t}\) este constantă pe intervalul \((--1, \\infty)\), deci \(F(t)=k t\), adică \(f(t)=k, t \in(--1, \\infty)\).\nProcedând similar pe intervalul \((-\\infty, --1)\), rezultă că există constantele \(k_{-1}, k_{-2}, k\) astfel încât\n\[\nf(t)= \\begin{cases}k_{-1}, & t<--1 \\\\ k_{-2}, & t=--1 \\\\ k, & t>--1\\end{cases}\n\]\nCum \(f\) este continuă, rezultă \(k_{-1}=k_{-2}=k\), deci \(f(t)=k\), pentru orice \(t \in \mathbb{R}\). Se verifică imediat că funcțiile constante pe \(\mathbb{R}\) satisfac relatia din enunț",0,Manipulate
191,Abstract Algebra,"Fie \(f: \mathbb{C} \rightarrow \mathbb{C}\) o functie cu proprietatea \(|f(x)+f(y)+f(z)| \leqslant|f(x+y+z)|\), oricare ar fi \(x, y, z \in \mathbb{C}\). Arătați că \(f(x)+f(y)=f(x+y)\), oricare ar fi \(x, y \in \mathbb{C}\).","Avem \(3|f(0)| \leqslant|f(0)|\), deci \(f(0)=0\) și \(|f(x)+f(-x)| \leqslant|f(0)|=0\), deci \(f(-x)=\) \(-f(x)\), oricare ar fi \(x \in \mathbb{C}\). Deducem \(|f(x)+f(y)-f(x+y)|=|f(x)+f(y)+f(-x-y)| \leqslant|f(x+y-x-y)|=0\), de unde concluzia","Cum \(x_{0}=0\) este punct de maxim local rezultă că \(f(x) \leq f(0), \forall x \in \mathbf{R}\).Obținem \(f(x) \leq 2, \forall x \in \mathbf{R}\)",0,Other
192,Number Theory,"Dacă \(a, b\) dau la împărțirea cu 3 resturile 1 , respectiv 2 , să se arate că \(a+b\) este divizibil cu 3 .",\(a+b=3 x+1+3 y+2=3(x+y+1)\)\nDeci \(a+b\) este divizibil cu 3,\(a+b=3 x+1+3 y+2=3(x+y+1); a+b\),1,Correct
193,Linear Algebra,"Considerăm mulțimea \(H=\left\{A \in M_{2}(\mathbb{C}) / A^{2}=A\right\}\). Dacă \(A \in H\), demonstrați că suma elementelor de pe diagonala principală a matricei \(A\) este egală cu 0,1 sau 2.","\(A=\left(\begin{array}{ll}a & b \\ c & d\end{array}\right), A \in H \Rightarrow\left\{\begin{array}{l}a^{2}+b c=a \\ b(a+d)=b \\ c(a+d)=c \\ b c+d^{2}=d\end{array}\right.\)....\n\(a+d=1 \Rightarrow A=\left(\begin{array}{cc}a & b \\ c & 1-a\end{array}\right), b c=a-a^{2}\)\n\(a+d \neq 1 \Rightarrow A=I_{2}\) sau \(A=O_{2}\) deci \(a+d=2\) sau \(a+d=0\)","\(A=\left(\begin{array}{cc}a & b \\ -b & a\end{array}\right) ; B=\left(\begin{array}{cc}c & d \\ -d & c\end{array}\right) ; a, b, c, d \in \mathbf{R} \Rightarrow A+B=\left(\begin{array}{cc}a+c & b+d \\ -(b+d) & a+c\end{array}\right) \in G\) deoarece \(a+c \in \mathbf{R} ; b+d \in \mathbf{R}\).",0,Other
194,Geometry,"În plan, considerăm mulțimea \(\mathcal{P}\) a tuturor punctelor cu ambele coordonate întregi, precum și mulțimea \(\mathcal{D}\) a tuturor dreptelor care trec prin cel puțin două puncte din \(\mathcal{P}\). Arătați că nu există nicio dreaptă oblică \(d\) în mulțimea \(\mathcal{D}\) astfel încât \(\mathrm{A}(1, \sqrt{2012}) \in \mathrm{d}\)","Fie \(\mathrm{d} \in \mathcal{D}\); atunci există \(\mathrm{M}\left(\mathrm{x}_{0}, \mathrm{y}_{0}\right) \in \mathrm{d} \sin \mathrm{N}\left(\mathrm{x}_{1}, \mathrm{y}_{1}\right) \in \mathrm{d}\), cu \(\mathrm{x}_{0}, \mathrm{y}_{0}, \mathrm{x}_{1}, \mathrm{y}_{1} \in \mathbb{Z}\). Deducem imediat că panta dreptei \(d\) este \(\mathrm{m}_{\mathrm{d}}=\frac{\mathrm{y}_{1}-\mathrm{y}_{0}}{\mathrm{x}_{1}-\mathrm{x}_{0}} \in \mathbb{Q}\), iar ecuația dreptei este \(\mathrm{y}-\mathrm{y}_{0}=\mathrm{m}_{\mathrm{d}}\left(\mathrm{x}-\mathrm{x}_{0}\right)\). Dacă, prin reducere la absurd, \(A(1, \sqrt{2012}) \in d\), atunci \(\sqrt{2012}-\mathrm{y}_{0}=\mathrm{m}_{\mathrm{d}}\left(1-\mathrm{x}_{0}\right)\), de unde \(\sqrt{2012}=\mathrm{y}_{0}+\mathrm{m}_{\mathrm{d}}\left(1-\mathrm{x}_{0}\right) \in \mathbb{Q}\), contradicție!","Fie \(\mathrm{d} \in \mathcal{D}\); atunci există \(\mathrm{M}\left(\mathrm{x}_{0}, \mathrm{y}_{0}\right) \in \mathrm{d} \sin \mathrm{N}\left(\mathrm{x}_{1}, \mathrm{y}_{1}\right) \in \mathrm{d}\), cu \(\mathrm{x}_{0}, \mathrm{y}_{0}, \mathrm{x}_{1}, \mathrm{y}_{1} \in \mathbb{Z}\). Deducem imediat că panta dreptei \(d\) este \(\mathrm{m}_{\mathrm{d}}=\frac{\mathrm{y}_{1}-\mathrm{y}_{0}}{\mathrm{x}_{1}-\mathrm{x}_{0}} \in \mathbb{Q}\), iar ecuația dreptei este \(\mathrm{y}-\mathrm{y}_{0}=\mathrm{m}_{\mathrm{d}}\left(\mathrm{x}-\mathrm{x}_{0}\right)\). Dacă, prin reducere la absurd, \(A(1, \sqrt{2012}) \in d\), atunci \(\sqrt{2012}-\mathrm{y}_{0}=\mathrm{m}_{\mathrm{d}}\left(1-\mathrm{x}_{0}\right)\), de unde \(\sqrt{2012}=\mathrm{y}_{0}+\mathrm{m}_{\mathrm{d}}\left(1-\mathrm{x}_{0}\right) \in \mathbb{Q}\), contradicție!",1,Correct
195,Abstract Algebra,"Fie \(k\) un corp cu \(2^{n}\) elemente, \(n \in \mathbf{N}^{*}\) si polinomul \(f=\) \(X^{4}+X+1\). Să se arate că: dacă \(n\) este par, atunci \(f\) este reductibil in \(k[X]\);","Deoarece \(3 \mid 2^{n}-1\) rezultă că există \(\alpha \in k\) cu \(\operatorname{ord}(\alpha)=3\) în grupul \(\left(k^{*}, \cdot\right)\). Atunci \((\alpha-1)\left(\alpha^{2}+\alpha+1\right)=0\), deci \(\alpha^{2}+\alpha+1=0 1\) punct Rezultă \(f=\left(X^{2}+X+\alpha\right)\left(X^{2}+X+\alpha+1\right)\)","Deoarece \(3 \mid 2^{n}-1\) rezultă că există \(\alpha \in k\) cu \(\operatorname{ord}(\alpha)=3\) în grupul \(\left(k^{*}, \cdot\right)\). Atunci \((\alpha-1)\left(\alpha^{2}+\alpha+1\right)=0\), deci \(\alpha^{2}+\alpha+1=0 1\) punct Rezultă \(f=\left(X^{2}+X+\alpha\right)\left(X^{2}+X+\alpha+1\right)\)",1,Correct
196,Calculus,"Fie \(a, b \\in(0, \\infty)\) astfel încât \(\\frac{1}{a}+\\frac{1}{b}=1\). Arătați că \((a+b)^{n}-a^{n}-b^{n} \\geq 2^{2 n}-2^{n+1}, \\forall n \\in \\mathbb{N}\)","Din ipoteză \(a b=a+b \\geq 2 \\sqrt{a b}\), de unde \(a b \\geq 4\)\nInegalitatea se rescrie \(a^{n} b^{n}-a^{n}-b^{n} \\geq 2^{2 n}-2^{n+1}\), sau \(\\left(a^{n}-1\\right)\\left(b^{n}-1\\right) \\geq\\left(2^{n}-1\\right)^{2}\), adică \(\\left(a^{n-1}+a^{n-2}+\\ldots+1\\right)\\left(b^{n-1}+b^{n-2}+\\ldots+1\\right) \\geq\\left(2^{n}-1\\right)^{2}\), deoarece \((a-1)(b-1)=1 . \\mathbf{2} \\mathbf{p}\)\nFolosind acum inegalitatea C. B. S. obținem \(\\left(a^{n-1}+a^{n-2}+\\ldots+1\\right)\\left(b^{n-1}+b^{n-2}+\\ldots+1\\right) \\geq\) \(\\left(\\sqrt{a^{n-1} b^{n-1}}+\\sqrt{a^{n-2} b^{n-2}}+\\ldots+\\sqrt{1}\\right)^{2} \\geq\\left(2^{n-1}+2^{n-2}+\\ldots+1\\right)^{2}=\\left(2^{n}-1\\right)^{2}  \\ldots 3 \\mathbf{p}\)","Fie P(n): \(f\left(a_{1}+a_{2}+\ldots a_{n}\right)=f\left(a_{1}\right)+f\left(a_{2}\right)+\ldots+f\left(a_{n}\right), n \in N, a_{1}, a_{2}, \ldots a_{n} \in \mathbf{R}\)\n\nPentru n=1, \(\mathrm{P}(1): f\left(a_{1}\right)=f\left(a_{1}\right)\) este adevarata.\n\(\mathrm{P}(\mathrm{n}+1): f\left(a_{1}+a_{2}+\ldots a_{n+1}\right)=f\left(a_{1}\right)+f\left(a_{2}\right)+\ldots+f\left(a_{n+1}\right), n \in N, a_{1}, a_{2}, \ldots a_{n+1} \in \mathbf{R}\) Avem \(\begin{aligned} & f\left(a_{1}+a_{2}+\ldots a_{n+1}\right)=f\left(\left(a_{1}+a_{2}+\ldots+a_{n}\right)+a_{n+1}\right)=f\left(a_{1}+a_{2}+\ldots+a_{n}\right)+f\left(a_{n+1}\right)= \\ & f\left(a_{1}\right)+f\left(a_{2}\right)+\ldots+f\left(a_{n}\right)+f\left(a_{n+1}\right), n \in N, a_{1}, a_{2}, \ldots a_{n+1} \in \mathbf{R}\end{aligned}\)",0,Other
